file_name,contrast,dissimilarity,homogeneity,ASM,energy,correlation,label
andosol-004.png,1047.270062915015,23.606224598932865,0.05287802789126096,9.66911248059868e-05,0.00982376701773306,0.7885552046994577,Andosol
andosol-005.jpg,656.2887050042838,19.34825598493805,0.056982092711042036,0.00013523148153975762,0.011616901139169057,0.7132419820059482,Andosol
andosol-006.png,341.59520238083985,11.22199499860761,0.18485065587649055,0.0009072367178996555,0.030079228481495128,0.9503841135352835,Andosol
andosol-007.jpg,669.6414609369829,19.609358324798997,0.05506738081869668,0.00011967217560429416,0.010926682938817102,0.7379003564016112,Andosol
andosol-008.png,489.8068873696793,14.81220889093834,0.11889944288980059,0.0002778621391509719,0.016652800701592658,0.9277317226319836,Andosol
andosol-009.png,519.3026961263457,15.017172382347216,0.12361521465324968,0.00034254063265033697,0.018488510404320604,0.9318558513040867,Andosol
andosol-010.jpg,363.37660822549174,13.638048894651863,0.08902651132705439,0.00013154617421273513,0.011454236950956967,0.9074504284008272,Andosol
andosol-011.png,519.3026961263465,15.01717238234729,0.12361521465325005,0.00034254063265033794,0.01848851040432063,0.931855851304087,Andosol
andosol-012.jpg,144.47782310479636,6.932102307003891,0.17834998215351727,0.0006783499652690858,0.025940110594125484,0.8166153181790536,Andosol
andosol-013.png,519.3026961263464,15.017172382347212,0.1236152146532498,0.0003425406326503373,0.01848851040432061,0.9318558513040863,Andosol
andosol-014.jpg,609.6071995932061,13.259743165097856,0.10628152304613607,0.00023846752720469515,0.015403174953755506,0.8101325550218156,Andosol
andosol-015.jpg,457.3808904305836,13.063993070118777,0.10294134037213704,0.00023643192946637908,0.015345083371351508,0.8620534537679561,Andosol
andosol-016.jpg,462.9024231199034,12.912913684132423,0.10646094164797872,0.00024979541478178295,0.01577300800470675,0.8646394889894934,Andosol
andosol-017.jpg,403.07041326936826,14.397004106004355,0.08112994579387181,0.0002637352521592865,0.016227255592164553,0.6671200150099061,Andosol
andosol-018.jpg,421.6668076465358,14.784525453852613,0.07860679868316907,0.00027104527873488666,0.01644888256089151,0.6316474619765613,Andosol
andosol-019.jpg,344.4033221219613,13.558561959391259,0.08243086566622691,0.00028051993351138296,0.016734498601221955,0.6583017040074536,Andosol
andosol-020.jpg,1343.2459718054774,28.17263867034239,0.03834973671808914,8.663653461012638e-05,0.009303585115136376,0.5986140641312434,Andosol
